,num_params,num_iter,mse
0,6.0,7.0,0.0055121358971067045
1,10.0,13.0,0.058944049256992204
2,6.0,8.0,0.0009246575350852872
3,10.0,11.0,0.004290190310071191
4,28.0,5.0,0.002765970050655698
5,30.0,6.0,0.0021266313013932553
6,12.0,7.0,0.006014686463447024
7,28.0,4.0,0.02876169693308225
8,12.0,17.0,0.0017530835124014428
9,34.0,16.0,0.00649903277657737
10,18.0,6.0,0.025505233852729483
11,16.0,9.0,0.00023092318145643875
12,24.0,10.0,0.0014303434279760423
13,8.0,9.0,0.0027765064503712375
14,10.0,4.0,0.005392624177814571
15,6.0,11.0,0.001879884508066327
16,16.0,4.0,0.013376705824274387
17,26.0,6.0,0.008498409429751174
18,26.0,10.0,0.003339765827512964
19,22.0,8.0,0.0016186774079344883
20,18.0,5.0,0.04026581709972442
21,4.0,6.0,0.0013595314440302598
22,12.0,22.0,0.0014701776976575518
23,12.0,9.0,0.004003410013432792
24,28.0,11.0,0.013541137570799043
25,34.0,5.0,0.021837412258684137
26,16.0,5.0,0.0012349554610796515
27,18.0,4.0,0.007067769364065982
28,12.0,7.0,0.005042755661161206
29,18.0,4.0,0.0016206987153093064
30,8.0,8.0,0.0033807706420136497
31,8.0,5.0,0.025639268001587296
32,30.0,7.0,0.005808503452819193
33,22.0,6.0,0.008050936353654775
34,28.0,6.0,0.01343089293998058
35,26.0,6.0,0.0005261452355364339
36,10.0,8.0,0.04062823590520025
37,22.0,9.0,0.007853745693048388
38,6.0,8.0,0.0083965571415754
39,22.0,9.0,0.010231510767075055
40,20.0,9.0,0.00022834429451768325
41,32.0,8.0,0.021533167371732782
42,34.0,14.0,0.002000838550295884
43,24.0,7.0,0.01021933802205223
44,14.0,4.0,0.010963723389830971
45,34.0,6.0,0.0012428635732378366
46,28.0,15.0,0.0019334553448632202
47,22.0,4.0,0.03194968823888664
48,24.0,6.0,0.024816521827728803
49,26.0,4.0,0.02234501122736217
50,8.0,4.0,0.019313330857761428
51,16.0,12.0,0.0008170865621708526
52,30.0,8.0,0.0017406195188660234
53,10.0,6.0,0.004353752360819266
54,16.0,5.0,0.03012762939860255
55,10.0,10.0,0.0017939623189775565
56,4.0,4.0,0.005540824688196234
57,16.0,7.0,0.027649892901386898
58,10.0,9.0,0.0019513503318493407
59,30.0,4.0,0.006586298563381483
60,34.0,5.0,0.002192866515059705
61,14.0,11.0,0.004812927060077603
62,30.0,6.0,0.0010075480225425744
63,34.0,4.0,0.012266457573131405
64,32.0,9.0,0.001135406240408633
65,28.0,5.0,0.023906819891747012
66,30.0,15.0,0.0004076529450950989
67,28.0,5.0,0.0013210114714307818
68,6.0,6.0,0.004497710817944595
69,20.0,12.0,0.005503829583827718
70,18.0,6.0,0.012780879471083513
71,20.0,4.0,0.014491683462036348
72,18.0,5.0,0.04684911340840227
73,26.0,5.0,0.01997498479529754
74,10.0,7.0,0.0022556420132583757
75,30.0,9.0,0.0235485403270515
76,30.0,15.0,0.000944885945840708
77,32.0,10.0,0.020646907319239648
78,12.0,24.0,0.0006832971546000667
79,28.0,11.0,0.01058171046711516
80,22.0,6.0,0.006686786875360184
81,22.0,4.0,0.015777726455068797
82,22.0,7.0,0.0038908267586424076
83,14.0,8.0,0.0016956535638115273
84,20.0,6.0,0.0011410803682887667
85,26.0,11.0,0.010211001691051252
86,32.0,7.0,0.013350923499662055
87,28.0,6.0,0.00755399501670007
88,28.0,16.0,0.00263281663596358
89,6.0,9.0,0.0036775796698477127
90,22.0,7.0,0.009487744038727342
91,24.0,7.0,0.013989151279326926
92,14.0,4.0,0.013246474365057482
93,14.0,19.0,0.0031967823085661206
94,10.0,6.0,0.034733504006960465
95,10.0,8.0,0.0028680144311034415
96,6.0,12.0,0.0027184249687794903
97,14.0,10.0,0.00943406183081759
98,26.0,6.0,0.014898745508024898
99,12.0,4.0,0.03590352893680668
100,12.0,8.0,0.011699605145282276
101,4.0,11.0,0.0009470311981179129
102,12.0,4.0,0.008164364503888641
103,26.0,8.0,0.0021492380675419477
104,20.0,8.0,0.00019289001191961133
105,20.0,9.0,0.0023189615457766552
106,28.0,6.0,0.02287346157540531
107,32.0,6.0,0.010040146328696336
108,20.0,4.0,0.007090300948186269
109,22.0,10.0,0.0010551872548557944
110,20.0,9.0,0.0037568942761235344
111,18.0,10.0,0.006976719796261055
112,20.0,7.0,0.002916972653751978
113,24.0,8.0,0.006849407802647946
114,8.0,14.0,0.004135007314215046
115,24.0,7.0,0.025527566610779793
116,8.0,5.0,0.014954290545622955
117,12.0,5.0,0.012692953968449532
118,4.0,9.0,0.0130017267233117
119,32.0,8.0,0.0029471303097443674
120,16.0,7.0,0.006861534558308013
121,32.0,8.0,0.007031870585443466
122,14.0,5.0,0.0016396269095453326
123,20.0,7.0,0.022988838206356887
124,32.0,6.0,0.008239931158630554
125,16.0,5.0,0.02079042467954425
126,4.0,17.0,0.0020890547261030405
127,14.0,5.0,0.027444551868159278
128,26.0,7.0,0.00221695306250227
129,12.0,14.0,0.003622416349690231
130,8.0,14.0,0.001763969756835221
131,32.0,4.0,0.011227722498424155
132,10.0,12.0,0.00531070088174669
133,4.0,9.0,0.007957471984030315
134,34.0,10.0,0.03094526130541337
135,14.0,8.0,0.014911945478134177
136,4.0,7.0,0.030838792231305753
137,34.0,9.0,0.0023960981244123443
138,18.0,15.0,0.0005189066460953049
139,16.0,9.0,0.010838338618940355
140,26.0,9.0,0.004569155454055197
141,6.0,6.0,0.006652810685947109
142,30.0,17.0,0.0009550510563116478
143,14.0,6.0,0.00945198418032
144,10.0,4.0,0.0021535369190397256
145,32.0,7.0,0.007685592361653652
146,16.0,8.0,0.00431280859712228
147,20.0,8.0,0.0015991145003281097
148,4.0,5.0,0.006209272076493633
149,30.0,14.0,0.007164676593135999
150,16.0,5.0,0.004221625777014369
151,10.0,9.0,0.023234699466075013
152,6.0,11.0,0.0006624778720886543
153,18.0,10.0,0.0016107605114545733
154,10.0,4.0,0.02870442880820834
155,30.0,4.0,0.0027551901595804355
156,24.0,13.0,0.002980413750614261
157,20.0,9.0,0.0056917033436164974
158,26.0,14.0,0.020980291200509926
159,8.0,4.0,0.0006868737519125887
160,24.0,7.0,0.0003151544356277915
161,30.0,14.0,0.0033292450470774537
162,12.0,4.0,0.026173943296154505
163,32.0,8.0,0.008094013354530881
164,14.0,12.0,0.024157667096794372
165,34.0,7.0,0.004208860542957949
166,34.0,8.0,0.02362137030308894
167,30.0,7.0,0.005478258573312827
168,28.0,6.0,0.0007621033148577243
169,12.0,5.0,0.01801299800246353
170,34.0,25.0,0.0017373088036091988
171,16.0,6.0,0.013276891513494022
172,20.0,18.0,0.0028614539899473853
173,24.0,9.0,0.0010491645673013758
174,14.0,6.0,0.0034268058841751105
175,22.0,10.0,0.017284156118528148
176,34.0,13.0,0.01660078543081784
177,26.0,4.0,0.003574120175940285
178,14.0,4.0,0.0369149827921805
179,4.0,9.0,0.013659902878796837
180,18.0,13.0,0.00268087461393866
181,14.0,6.0,0.00499115547719476
182,20.0,7.0,0.00199349107760758
183,18.0,14.0,0.0007180488582865048
184,14.0,9.0,0.0007695193275095936
185,26.0,7.0,0.019158869584963482
186,30.0,4.0,0.032175172151035616
187,4.0,5.0,0.0022300254586248543
188,8.0,7.0,0.02272997913935406
189,22.0,14.0,0.0023595226387205875
190,24.0,12.0,0.0032386956534283797
191,16.0,7.0,0.017895290332101032
192,4.0,6.0,0.003923007987844663
193,10.0,6.0,0.03178205843712257
194,8.0,6.0,0.0027265790970844588
195,6.0,6.0,0.007537202802814091
196,16.0,4.0,0.005665812882669739
197,34.0,10.0,0.0021794377180596523
198,32.0,7.0,0.0006227548939529289
199,24.0,5.0,0.014562271281055911
200,16.0,12.0,0.008073956040495114
201,14.0,11.0,0.006668270771044171
202,4.0,11.0,0.004786636170267999
203,18.0,8.0,0.020584756287305453
204,6.0,8.0,0.01837533662716698
205,4.0,5.0,0.02331765082742524
206,8.0,14.0,0.01893578398691048
207,18.0,4.0,0.02413993648772978
208,6.0,7.0,0.021468701339693124
209,20.0,6.0,0.025655300105316133
210,8.0,6.0,0.0042848586575176826
211,28.0,6.0,0.012973373267393921
212,22.0,5.0,0.0038248451693077266
213,22.0,4.0,0.011792540730335898
214,6.0,6.0,0.001725002187187478
215,32.0,14.0,0.017170290360941115
216,32.0,15.0,0.002652129653567246
217,16.0,11.0,0.0005067472966751622
218,6.0,5.0,0.002467501014330091
219,10.0,7.0,0.006108357924768193
220,6.0,7.0,0.004711472247827058
221,8.0,5.0,0.010657807093580742
222,22.0,6.0,0.006954551316142043
223,18.0,5.0,0.01798956001320791
224,8.0,4.0,0.044816510921120066
225,26.0,4.0,0.003941062563108311
226,24.0,5.0,0.0005289251503597306
227,34.0,10.0,0.0024146431804415776
228,8.0,10.0,0.0006247889460865928
229,26.0,9.0,0.01135622626994341
230,24.0,12.0,0.005790646640680186
231,24.0,4.0,0.010444868290217154
232,30.0,7.0,0.003454212267525076
233,20.0,9.0,0.004582884653140063
234,24.0,10.0,0.014004315489739416
235,6.0,7.0,0.0023264528866488387
236,32.0,8.0,0.0264154454522926
237,24.0,6.0,0.007420495173934147
238,18.0,14.0,0.0012246711453397798
239,28.0,8.0,0.005580162573102687
240,4.0,11.0,0.0015861260934385648
241,4.0,4.0,0.014332769809060671
242,34.0,14.0,0.001031106644913959
243,34.0,5.0,0.01894393856040346
244,28.0,8.0,0.010862632832380849
245,12.0,5.0,0.0035452625178750414
246,4.0,8.0,0.01124236646394237
247,8.0,8.0,0.0044015772200653325
248,12.0,8.0,0.0028644774959933643
249,30.0,7.0,0.004205117974149198
250,28.0,8.0,0.03261615580480399
251,18.0,5.0,0.0006199358612159964
252,22.0,7.0,0.0017232021982882685
253,32.0,4.0,0.02338288315535596
254,26.0,7.0,0.006166404801255206
255,12.0,7.0,0.020469604911246074
