Size,Error,Amp,Bias
4,1e-05,0.49177373940018854,0.0014518229166666612
4,2.6826957952797274e-05,0.4939989579040645,-0.012421875000000018
4,7.196856730011514e-05,0.48483994756408433,-0.012239583333333354
4,0.00019306977288832496,0.47469085490206037,0.03093098958333332
4,0.0005179474679231213,0.44706100184269504,-0.008841145833333338
4,0.0013894954943731374,0.3628964455258977,-0.002565104166666679
4,0.003727593720314938,0.20890611187742153,0.03931640624999999
4,0.01,0.055003061655211544,0.01689453125
8,1e-05,0.4932265652251753,0.0015299479166666526
8,2.6826957952797274e-05,0.4874455533038096,-0.013125000000000012
8,7.196856730011514e-05,0.4889479935766624,0.0034179687500000035
8,0.00019306977288832496,0.4617283107052445,-0.04171223958333335
8,0.0005179474679231213,0.42525972146430446,-0.04414062500000002
8,0.0013894954943731374,0.3306735486200552,0.0019010416666666672
8,0.003727593720314938,0.15868665450470967,0.035390625
8,0.01,0.02606886809640339,0.029602864583333333
16,1e-05,0.4874610683962386,-0.022617187499999997
16,2.6826957952797274e-05,0.5105257080007873,-0.0045963541666666765
16,7.196856730011514e-05,0.48161892286981667,0.006673177083333327
16,0.00019306977288832496,0.4401250318803782,-0.0035872395833333485
16,0.0005179474679231213,0.39901291300153974,0.009856770833333332
16,0.0013894954943731374,0.25589939633794073,0.008723958333333325
16,0.003727593720314938,0.07413317838853554,0.003300781249999998
16,0.01,0.0016282984756600756,0.11079427083333333
32,1e-05,0.48738861080204193,-0.036432291666666686
32,2.6826957952797274e-05,0.4786270963672414,-0.04542317708333334
32,7.196856730011514e-05,0.4661529986855938,-0.012128906250000014
32,0.00019306977288832496,0.41738184145516943,-0.015319010416666678
32,0.0005179474679231213,0.32332948813790674,-0.033385416666666674
32,0.0013894954943731374,0.14361978393745206,-0.025592447916666667
32,0.003727593720314938,0.012935426182626943,0.15893229166666667
32,0.01,0.01458096952971195,0.13341145833333332
64,1e-05,0.49006563735812014,-0.029941406250000007
64,2.6826957952797274e-05,0.4773058395793144,-0.0025651041666666947
64,7.196856730011514e-05,0.4461389993519745,0.008756510416666665
64,0.00019306977288832496,0.36642117737420105,-0.05032552083333333
64,0.0005179474679231213,0.22975666557731722,0.04673828124999999
64,0.0013894954943731374,0.06317338105652334,0.06946614583333333
64,0.003727593720314938,0.01244618748830087,0.1845182291666667
64,0.01,0.0030033372718690364,0.1097265625
4,1e-05,0.49108336837136185,-0.027506510416666685
4,2.6826957952797274e-05,0.492551769165769,0.019947916666666666
4,7.196856730011514e-05,0.5072765846367636,0.0030924479166666513
4,0.00019306977288832496,0.4775194181372139,-0.017526041666666665
4,0.0005179474679231213,0.4322100778446389,0.004342447916666646
4,0.0013894954943731374,0.35502558420441915,-0.0017708333333333421
4,0.003727593720314938,0.20008140222570997,0.05455729166666667
4,0.01,0.06401059655222598,0.045878906250000004
8,1e-05,0.5025942072017633,-0.014674479166666676
8,2.6826957952797274e-05,0.4882060600381018,-0.013815104166666694
8,7.196856730011514e-05,0.47326035077605116,0.007773437499999997
8,0.00019306977288832496,0.47537193072457956,0.001901041666666646
8,0.0005179474679231213,0.4188339778752614,-0.0009830729166666833
8,0.0013894954943731374,0.32414065543430737,-0.021015625000000003
8,0.003727593720314938,0.1689708526154643,0.002942708333333329
8,0.01,0.01844307604844392,0.035527343749999996
16,1e-05,0.49292452022245126,-0.008730468750000012
16,2.6826957952797274e-05,0.4882149257556599,0.019127604166666635
16,7.196856730011514e-05,0.4860288404753533,-0.012382812500000014
16,0.00019306977288832496,0.4629902381005487,-0.022923177083333336
16,0.0005179474679231213,0.38279367797250163,-0.003541666666666694
16,0.0013894954943731374,0.2412215677687711,-0.02577473958333334
16,0.003727593720314938,0.0798598410595502,0.10210286458333333
16,0.01,0.018564201947297524,0.10550130208333333
32,1e-05,0.4878338671374148,-0.024934895833333345
32,2.6826957952797274e-05,0.4745786918977659,-0.03138671875000002
32,7.196856730011514e-05,0.4642473308569909,-0.029602864583333346
32,0.00019306977288832496,0.4202067870511324,0.00037109374999999816
32,0.0005179474679231213,0.32008166321874437,-0.016764322916666678
32,0.0013894954943731374,0.1463692617615171,0.01826171875
32,0.003727593720314938,0.015187752475230673,0.09451822916666666
32,0.01,0.00851133740722991,0.12190755208333334
64,1e-05,0.5011140987057171,-0.017812500000000012
64,2.6826957952797274e-05,0.46957581158993356,-0.07412109374999999
64,7.196856730011514e-05,0.4487542417699527,-0.018489583333333337
64,0.00019306977288832496,0.3725753049272005,-0.03222656250000001
64,0.0005179474679231213,0.21371059139211704,-0.027565104166666674
64,0.0013894954943731374,0.03973238307312491,0.05235026041666667
64,0.003727593720314938,0.005557304782232927,0.15117838541666664
64,0.01,0.010072589790596824,0.11790364583333332
4,1e-05,0.48408112048270835,-0.005345052083333353
4,2.6826957952797274e-05,0.4789352402323576,-0.01896484375000003
4,7.196856730011514e-05,0.4855208032837477,-0.011848958333333354
4,0.00019306977288832496,0.4676655213597846,-0.0013411458333333418
4,0.0005179474679231213,0.45209645599509474,0.025084635416666657
4,0.0013894954943731374,0.367410004336053,-0.008828125000000001
4,0.003727593720314938,0.22518058835125299,0.01035807291666666
4,0.01,0.04138636611008118,0.027506510416666668
8,1e-05,0.480959276767929,0.0026888020833333304
8,2.6826957952797274e-05,0.49588526410806455,-0.02630859375000002
8,7.196856730011514e-05,0.491703058897696,0.0027408854166666562
8,0.00019306977288832496,0.473479690718363,0.001757812499999999
8,0.0005179474679231213,0.41842214951210677,0.02964843749999999
8,0.0013894954943731374,0.32614874778860997,0.0007682291666666653
8,0.003727593720314938,0.16423942964240476,0.00429687499999999
8,0.01,0.025239601555882084,0.09315104166666668
16,1e-05,0.49042614974620385,-0.00888020833333334
16,2.6826957952797274e-05,0.48034160371212076,-0.02227864583333335
16,7.196856730011514e-05,0.4720375408167945,0.015084635416666676
16,0.00019306977288832496,0.4584875835121074,-0.025260416666666674
16,0.0005179474679231213,0.3839065452401245,-0.0043098958333333435
16,0.0013894954943731374,0.2522691960243667,-0.036738281250000004
16,0.003727593720314938,0.09453313714479399,0.021354166666666657
16,0.01,0.014291228401651342,0.12421874999999999
32,1e-05,0.49577332205510594,-0.04756510416666668
32,2.6826957952797274e-05,0.4744571314132908,-0.008470052083333346
32,7.196856730011514e-05,0.46603359619099544,0.021992187499999996
32,0.00019306977288832496,0.42588608418822677,-0.03294921875
32,0.0005179474679231213,0.33276922259147645,0.046874999999999986
32,0.0013894954943731374,0.16358212151130969,0.008457031249999993
32,0.003727593720314938,0.01394268312553859,0.10958333333333334
32,0.01,0.016446215822055816,0.10873697916666666
64,1e-05,0.4915851999100953,-0.010136718750000006
64,2.6826957952797274e-05,0.47171273810673353,-0.026712239583333346
64,7.196856730011514e-05,0.4558969551357141,0.0012304687499999955
64,0.00019306977288832496,0.3755276172813712,-0.011321614583333337
64,0.0005179474679231213,0.22879532558537993,-0.037571614583333336
64,0.0013894954943731374,0.04329559065100606,0.014010416666666666
64,0.003727593720314938,0.009718997712061308,0.21603515624999997
64,0.01,0.01177420643594025,0.11811197916666666
4,1e-05,0.49739387373269994,0.5246028645833334
4,2.6826957952797274e-05,0.48517886669992544,0.01152994791666665
4,7.196856730011514e-05,0.4784690335464546,-0.0031510416666666874
4,0.00019306977288832496,0.4777883985514809,-0.028541666666666667
4,0.0005179474679231213,0.4421948131150697,-0.004830729166666686
4,0.0013894954943731374,0.36090582691950973,-0.03714192708333333
4,0.003727593720314938,0.2174167787975495,0.04672526041666666
4,0.01,0.04982207852811682,-0.02232421875
8,1e-05,0.4802848253610488,-0.030253906250000018
8,2.6826957952797274e-05,0.4986310315320846,-0.011953125000000014
8,7.196856730011514e-05,0.4967951666995246,0.008626302083333315
8,0.00019306977288832496,0.45426313951537867,-0.023046875000000012
8,0.0005179474679231213,0.42251767675405544,-0.04022135416666668
8,0.0013894954943731374,0.3171692987457257,-0.016809895833333338
8,0.003727593720314938,0.16000307465338254,-0.0040299479166666695
8,0.01,0.020472541043253824,0.036464843749999996
16,1e-05,0.49308913147203237,-0.017636718750000016
16,2.6826957952797274e-05,0.47814779480868985,-0.012779947916666676
16,7.196856730011514e-05,0.4750297608523149,0.00376302083333332
16,0.00019306977288832496,0.4448315318032573,-0.009817708333333352
16,0.0005179474679231213,0.39403107076304095,-0.03371744791666668
16,0.0013894954943731374,0.2629316535757912,0.011874999999999995
16,0.003727593720314938,0.08481559719032597,0.023496093749999995
16,0.01,0.011628943414039925,0.12021484375
32,1e-05,0.4851564379574012,-0.003938802083333343
32,2.6826957952797274e-05,0.48836550715778443,0.02179036458333334
32,7.196856730011514e-05,0.45629302167278873,-0.01064453125000001
32,0.00019306977288832496,0.4358109478752376,0.01365885416666665
32,0.0005179474679231213,0.3207433761009641,0.030924479166666654
32,0.0013894954943731374,0.15096084411592145,0.032493489583333326
32,0.003727593720314938,0.0186565550703289,0.05514322916666666
32,0.01,0.00041744590066154986,0.11863932291666666
64,1e-05,0.48002498324471127,-0.02474609375000001
64,2.6826957952797274e-05,0.48649242129732306,0.009231770833333309
64,7.196856730011514e-05,0.4482616511178285,-0.0001497395833333498
64,0.00019306977288832496,0.35232135044394064,-0.03975911458333333
64,0.0005179474679231213,0.21503231046519736,-0.059153645833333345
64,0.0013894954943731374,0.053386696585486136,-0.0006119791666666697
64,0.003727593720314938,0.00947453974581439,0.19460937499999997
64,0.01,0.011673366596006537,0.10873046874999999
